CustomerID,Age,City,SignupDate,CustomerSegment
100049,50.0,Tehran,2025-08-08,New
100050,55.0,Kerman,2025-06-11,Regular
100051,54.0,Tehran,2024-04-17,New
100052,27.0,Isfahan,2025-02-13,Regular
100053,35.0,Shiraz,2024-02-27,Regular
100054,40.0,Tehran,2023-10-06,New
100055,41.0,Qom,2025-01-06,Regular
100056,20.0,Tehran,2024-05-25,New
100057,44.0,Shiraz,2023-09-04,Regular
100058,25.0,Shiraz,2024-12-24,VIP
100059,53.0,Tabriz,2023-12-19,Regular
100060,50.0,Tehran,2024-10-05,VIP
100061,62.0,Tehran,2024-01-31,Regular
100062,53.0,tehran,2025-08-27,New
100063,35.0,,2025-07-20,New
100064,64.0,Tehran,2024-06-02,New
100065,37.0,Rasht,2025-02-16,Regular
100066,33.0,Shiraz,2023-07-14,Regular
100067,61.0,Tabriz,2025-12-28,Regular
100068,35.0,Mashhad,2023-08-23,Regular
100069,21.0,Tehran,2025-08-07,Regular
100070,40.0,Isfahan,2025-07-15,New
100071,56.0,Mashhad,2023-07-15,New
100072,27.0,Mashhad,2023-01-10,VIP
100073,40.0,Isfahan,2025-03-18,New
100074,24.0,Isfahan,2025-08-09,New
100075,50.0,Kerman,2025-02-23,New
100076,40.0,Tehran,2023-03-02,VIP
100077,33.0,Isfahan,2024-12-07,New
100078,28.0,Tehran,2024-03-04,Regular
100079,45.0,Mashhad,2025-09-29,New
100080,50.0,Karaj,2025-05-26,New
100081,63.0,Tehran,2025-05-24,Regular
100082,38.0,Shiraz,2024-03-22,Regular
100083,25.0,Isfahan,2023-12-19,Regular
100084,57.0,Tehran,2025-06-19,New
100085,48.0,Rasht,2023-05-07,VIP
100086,51.0,Isfahan,2023-04-20,Regular
100087,22.0,Qom,2023-03-10,VIP
100088,32.0,Isfahan,2024-07-14,New
100089,54.0,Rasht,2023-03-24,Regular
100090,57.0,Mashhad,2024-09-29,New
100091,38.0,Isfahan,2023-07-03,Regular
100092,56.0,Karaj,2025-09-02,Regular
100093,58.0,Mashhad,2024-04-18,Regular
100094,36.0,tehran,2023-04-13,New
100095,61.0,tehran,2025-01-29,New
100096,31.0,Shiraz,2024-01-06,New
100097,29.0,Karaj,2023-10-14,Regular
100098,50.0,Tabriz,2024-12-22,New
100099,48.0,Qom,2025-11-12,New
100100,24.0,Ahvaz,2025-12-09,Regular
100101,57.0,tehran,2024-04-21,New
100102,27.0,Mashhad,2025-07-17,VIP
100103,56.0,Tehran,2023-08-18,New
100104,18.0,Tabriz,2025-07-15,VIP
100105,56.0,Qom,2025-10-28,Regular
100106,55.0,Isfahan,2024-07-20,Regular
100107,55.0,Tehran,2024-07-26,Regular
100108,49.0,Mashhad,2024-09-09,Regular
100109,40.0,Isfahan,2023-03-21,Regular
100110,51.0,Ahvaz,2025-07-29,New
100111,31.0,Tehran,2025-03-18,VIP
100112,55.0,Tabriz,2025-08-10,Regular
100113,44.0,Karaj,2023-05-07,Regular
100114,40.0,Rasht,2025-05-28,Regular
100115,42.0,Tehran,2024-02-02,Regular
100116,45.0,Rasht,2025-06-15,Regular
100117,19.0,Tabriz,2025-12-24,Regular
100118,24.0,Karaj,2025-08-21,New
100119,29.0,Tehran,2025-09-29,Regular
100120,23.0,Isfahan,2023-05-05,New
100121,39.0,Tabriz,2023-12-26,Regular
100122,50.0,Mashhad,2023-11-17,New
100123,49.0,Isfahan,2024-07-16,VIP
100124,40.0,Shiraz,2025-12-04,Regular
100125,59.0,,2025-01-20,Regular
100126,45.0,Tehran,2024-08-19,VIP
100127,21.0,Isfahan,2025-05-31,New
100128,54.0,Tehran,2023-07-13,Regular
100129,45.0,Rasht,2024-12-24,New
100130,48.0,Kerman,2024-07-04,New
100131,45.0,Mashhad,2023-08-11,Regular
100132,44.0,Tehran,2024-12-08,Regular
100133,22.0,Tehran,2025-07-09,Regular
100134,44.0,Isfahan,2025-06-25,New
100135,56.0,Ahvaz,2025-07-12,Regular
100136,32.0,Isfahan,2025-06-08,New
100137,46.0,Tehran,2024-05-28,New
100138,19.0,Tehran,2023-02-23,New
100139,34.0,Tehran,2025-11-23,Regular
100140,38.0,Ahvaz,2024-05-11,Regular
100141,65.0,Tabriz,2024-11-23,New
100142,28.0,Shiraz,2023-01-23,New
100143,31.0,Mashhad,2025-08-31,Regular
100144,37.0,Rasht,2025-08-30,Regular
100145,65.0,Mashhad,2025-10-13,New
100146,58.0,Ahvaz,2023-07-10,Regular
100147,19.0,Rasht,2025-07-12,Regular
100148,29.0,Isfahan,2024-11-15,Regular
100149,57.0,Rasht,2023-06-09,New
100150,20.0,Tehran,2024-09-16,VIP
100151,59.0,Tabriz,2024-06-05,Regular
100152,31.0,Tehran,2024-11-15,Regular
100153,62.0,Isfahan,2023-04-02,Regular
100154,,Tehran,2024-09-08,Regular
100155,38.0,Tehran,2025-01-11,Regular
100156,49.0,Tehran,2025-02-22,Regular
100157,24.0,Mashhad,2025-04-22,New
100158,44.0,Shiraz,2024-11-16,Regular
100159,42.0,Isfahan,2025-02-07,New
100160,55.0,Mashhad,2023-04-09,Regular
100161,,Kerman,2025-05-23,Regular
100162,49.0,Rasht,2024-02-06,New
100163,37.0,Tehran,2024-08-22,Regular
100164,37.0,Mashad,2024-08-21,Regular
100165,38.0,Tabriz,2025-12-04,Regular
100166,57.0,Karaj,2023-12-23,Regular
100167,33.0,Mashhad,2024-02-25,New
100168,26.0,Mashad,2025-04-12,New
100169,34.0,Tehran,2024-11-25,Regular
100170,19.0,Mashhad,2023-12-15,Regular
100171,23.0,Karaj,2024-01-13,Regular
100172,22.0,Tabriz,2025-06-26,VIP
100173,55.0,Ahvaz,2025-07-04,Regular
100174,52.0,Tehran,2023-06-10,Regular
100175,51.0,Tehran,2024-03-13,Regular
100176,40.0,Tehran,2025-04-22,VIP
100177,52.0,Tehran,2023-05-10,Regular
100178,25.0,Tehran,2023-07-20,Regular
100179,61.0,Isfahan,2023-06-23,New
100180,42.0,Shiraz,2024-08-01,Regular
100181,63.0,Tabriz,2024-05-08,New
100182,25.0,Mashhad,2023-12-17,Regular
100183,41.0,Tehran,2023-05-29,Regular
100184,51.0,Tabriz,2024-11-28,VIP
100185,41.0,Tehran,2025-06-02,New
100186,39.0,Ahvaz,2023-08-21,Regular
100187,25.0,,2024-12-30,New
100188,36.0,Shiraz,2025-05-20,Regular
100189,29.0,Rasht,2024-09-02,Regular
100190,32.0,Shiraz,2024-09-20,Regular
100191,50.0,Tabriz,2023-07-02,New
100192,48.0,Karaj,2025-11-14,Regular
100193,47.0,Tehran,2025-11-13,Regular
100194,35.0,Tabriz,2025-02-18,Regular
100195,64.0,Ahvaz,2025-09-15,Regular
100196,22.0,Kerman,2024-10-27,Regular
100197,34.0,Isfahan,2024-12-25,Regular
100198,23.0,Mashhad,2025-06-26,New
100199,34.0,Karaj,2023-02-11,Regular
100200,64.0,Shiraz,2023-08-29,Regular
100201,35.0,Tehran,2023-08-11,New
100202,61.0,Tehran,2024-11-23,New
100203,41.0,Tehran,2023-09-23,VIP
100204,51.0,Isfahan,2024-03-03,Regular
100205,39.0,Tehran,2024-06-24,Regular
100206,30.0,Tehran,2025-03-25,Regular
100207,54.0,Tehran,2024-07-20,VIP
100208,64.0,Rasht,2023-01-27,Regular
100209,30.0,Tehran,2025-01-21,New
100210,55.0,tehran,2024-04-13,Regular
100211,30.0,Isfahan,2023-05-05,VIP
100212,,Tehran,2024-12-14,Regular
100213,55.0,Kerman,2023-10-23,New
100214,39.0,Rasht,2024-05-19,VIP
100215,53.0,Mashhad,2025-11-25,Regular
100216,31.0,Isfahan,2023-09-18,Regular
100217,21.0,Mashhad,2025-08-27,VIP
100218,22.0,Tehran,2024-05-23,Regular
100219,39.0,Mashhad,2025-10-18,Regular
100220,61.0,Tehran,2025-07-19,VIP
100221,24.0,Tehran,2025-06-30,New
100222,39.0,Shiraz,2023-08-15,Regular
100223,51.0,Tehran,2025-05-16,Regular
100224,27.0,Tehran,2024-02-07,Regular
100225,52.0,Isfahan,2025-09-23,Regular
100226,32.0,Isfahan,2025-12-20,Regular
100227,56.0,Tehran,2024-10-31,Regular
100228,45.0,Tehran,2025-09-26,Regular
100229,44.0,Tehran,2024-08-06,New
100230,26.0,Tehran,2023-02-07,Regular
100231,,Qom,2025-08-15,New
100232,59.0,Rasht,2024-08-03,Regular
100233,18.0,Mashhad,2023-02-18,Regular
100234,54.0,Mashhad,2023-03-13,Regular
100235,41.0,Karaj,2025-03-02,New
100236,52.0,Tabriz,2025-10-08,Regular
100237,49.0,Tehran,2025-02-02,Regular
100238,38.0,,2024-04-28,VIP
100239,32.0,Isfahan,2023-12-03,Regular
100240,48.0,Shiraz,2024-04-03,Regular
100241,24.0,Tehran,2023-12-20,Regular
100242,,Mashhad,2023-10-26,New
100243,22.0,Mashhad,2023-05-21,New
100244,49.0,Tehran,2024-09-14,Regular
100245,48.0,Isfahan,2023-08-28,Regular
100246,22.0,Tabriz,2023-06-08,New
100247,54.0,Isfahan,2023-10-30,New
100248,37.0,Tehran,2025-05-24,Regular
100249,55.0,Tehran,2024-09-19,New
100250,19.0,Qom,2024-06-21,Regular
100251,26.0,Isfahan,2024-10-10,Regular
100252,41.0,Tehran,2024-09-12,VIP
100253,27.0,Tehran,2024-06-28,New
100254,33.0,Qom,2025-07-09,New
100255,49.0,Karaj,2025-03-10,New
100256,24.0,Ahvaz,2023-07-22,New
100257,50.0,Tabriz,2025-06-13,Regular
100258,22.0,Isfahan,2023-07-11,Regular
100259,26.0,Isfahan,2023-03-27,New
100260,46.0,Tehran,2024-04-05,VIP
100261,56.0,Tabriz,2024-03-06,Regular
100262,26.0,Shiraz,2025-05-10,New
100263,32.0,Tehran,2025-01-31,New
100264,62.0,Ahvaz,2023-03-06,Regular
100265,65.0,Mashhad,2024-06-30,Regular
100266,45.0,Tehran,2025-05-20,VIP
100267,39.0,Mashhad,2025-03-13,New
100268,34.0,Ahvaz,2024-07-02,Regular
100269,47.0,Rasht,2024-11-05,New
100270,46.0,Isfahan,2024-09-07,New
100271,32.0,Kerman,2023-09-11,Regular
100272,19.0,Ahvaz,2024-09-10,Regular
100273,25.0,Qom,2025-01-09,New
100274,64.0,Ahvaz,2023-03-03,New
100275,38.0,Mashhad,2025-01-31,Regular
100276,41.0,Karaj,2023-10-01,New
100277,40.0,Shiraz,2023-01-09,New
100278,55.0,Karaj,2025-04-07,New
100279,21.0,Tehran,2024-03-02,New
100280,21.0,Karaj,2024-03-27,Regular
100281,31.0,Kerman,2024-11-14,New
100282,41.0,Mashhad,2024-09-05,Regular
100283,50.0,Kerman,2024-11-10,Regular
100284,41.0,Mashhad,2025-10-31,New
100285,39.0,Tehran,2024-12-14,Regular
100286,63.0,Tehran,2023-02-20,New
100287,25.0,Qom,2023-09-01,Regular
100288,45.0,Shiraz,2024-05-07,Regular
100289,44.0,Mashhad,2024-06-01,Regular
100290,40.0,Tabriz,2024-01-31,Regular
100291,56.0,Mashhad,2023-07-21,Regular
100292,30.0,Isfahan,2023-04-27,Regular
100293,63.0,Ahvaz,2023-06-08,Regular
100294,33.0,Tabriz,2025-11-07,New
100295,44.0,Karaj,2024-03-09,New
100296,42.0,Shiraz,2025-11-18,New
100297,58.0,Kerman,2024-01-02,New
100298,39.0,Tehran,2023-12-08,VIP
100299,31.0,Tehran,2024-06-20,VIP
100300,19.0,Tehran,2025-11-02,New
100301,35.0,Shiraz,2024-09-08,VIP
100302,57.0,Tabriz,2023-02-08,Regular
100303,18.0,Karaj,2023-10-25,Regular
100304,61.0,Mashhad,2025-12-10,VIP
100305,44.0,Tehran,2023-06-19,Regular
100306,24.0,Tabriz,2025-07-04,Regular
100307,32.0,Kerman,2025-10-13,New
100308,44.0,Mashhad,2023-08-23,New
100309,33.0,Tehran,2024-09-04,VIP
100310,23.0,Mashhad,2024-10-18,New
100311,49.0,Isfahan,2025-05-19,New
100312,50.0,Tehran,2025-05-24,New
100313,23.0,Mashhad,2023-03-07,Regular
100314,31.0,Tabriz,2023-12-16,Regular
100315,29.0,Mashhad,2025-10-26,VIP
100316,49.0,Mashhad,2024-01-23,Regular
100317,53.0,Tehran,2023-09-27,Regular
100318,52.0,Rasht,2024-11-19,Regular
100319,63.0,Mashhad,2023-08-02,Regular
100320,54.0,Mashhad,2023-06-11,New
100321,33.0,Tehran,2025-05-23,New
100322,23.0,Tabriz,2023-05-10,Regular
100323,47.0,Ahvaz,2025-09-02,Regular
100324,61.0,Tehran,2023-10-01,Regular
100325,64.0,Tehran,2023-04-27,VIP
100326,29.0,Tehran,2025-03-22,Regular
100327,29.0,Tabriz,2023-07-13,New
100328,19.0,Rasht,2024-02-06,Regular
100329,24.0,Isfahan,2024-01-20,Regular
100330,44.0,Mashhad,2024-07-09,Regular
100331,44.0,Karaj,2024-06-02,New
100332,35.0,Karaj,2023-08-03,New
100333,32.0,Tehran,2023-09-14,Regular
100334,57.0,Tehran,2023-08-01,New
100335,40.0,Mashhad,2023-03-02,New
100336,56.0,Karaj,2024-12-13,Regular
100337,64.0,Karaj,2024-05-30,Regular
100338,33.0,Tabriz,2023-04-29,New
100339,27.0,Qom,2023-12-29,Regular
100340,63.0,Tehran,2025-01-01,New
100341,48.0,Mashhad,2023-11-09,Regular
100342,31.0,Tehran,2024-03-14,Regular
100343,47.0,Ahvaz,2025-03-25,Regular
100344,42.0,Shiraz,2025-01-05,New
100345,61.0,Mashhad,2025-02-06,Regular
100346,30.0,Tehran,2024-02-22,Regular
100347,65.0,Karaj,2024-06-13,Regular
100348,62.0,Karaj,2025-07-15,VIP
100349,26.0,Tabriz,2025-08-13,New
100350,25.0,Tehran,2023-03-02,New
100351,43.0,Rasht,2025-07-06,Regular
100352,20.0,Karaj,2025-09-05,Regular
100353,32.0,Tabriz,2025-10-29,New
100354,38.0,Tabriz,2023-10-22,New
100355,64.0,Rasht,2024-07-02,New
100356,65.0,Rasht,2023-02-16,New
100357,25.0,Shiraz,2023-05-01,New
100358,60.0,Isfahan,2024-09-07,VIP
100359,22.0,Mashhad,2023-08-14,New
100360,53.0,Qom,2023-09-03,Regular
100361,58.0,Tabriz,2023-11-22,New
100362,60.0,Tehran,2024-05-17,New
100363,28.0,Tehran,2023-06-17,VIP
100364,60.0,Rasht,2025-05-28,New
100365,23.0,Ahvaz,2025-01-01,New
100366,42.0,Kerman,2025-05-16,Regular
100367,40.0,Isfahan,2025-10-11,New
100368,33.0,Qom,2024-10-19,New
100369,19.0,Qom,2024-02-01,VIP
100370,55.0,Mashhad,2025-12-06,Regular
100371,34.0,Tehran,2024-09-11,Regular
100372,49.0,Kerman,2024-05-22,New
100373,37.0,Tehran,2024-03-31,New
100374,35.0,Shiraz,2023-02-13,Regular
100375,60.0,Tabriz,2025-11-12,Regular
100376,22.0,Karaj,2025-06-16,New
100377,53.0,Tehran,2025-02-04,Regular
100378,53.0,Karaj,2023-08-31,Regular
100379,36.0,Tehran,2025-10-13,Regular
100380,30.0,Qom,2023-07-12,Regular
100381,18.0,Tehran,2023-09-22,Regular
100382,62.0,Karaj,2023-03-18,Regular
100383,63.0,Qom,2023-11-12,New
100384,29.0,Tehran,2023-12-26,Regular
100385,19.0,Tehran,2025-05-20,Regular
100386,23.0,Karaj,2023-12-24,VIP
100387,21.0,Tehran,2025-11-12,VIP
100388,57.0,Tehran,2023-11-28,New
100389,60.0,Isfahan,2024-07-28,Regular
100390,25.0,Rasht,2024-10-11,Regular
100391,53.0,Shiraz,2025-06-26,Regular
100392,26.0,Mashhad,2025-04-02,Regular
100393,35.0,Kerman,2025-08-07,New
100394,46.0,Isfahan,2025-10-23,Regular
100395,52.0,Isfahan,2023-05-09,VIP
100396,59.0,Isfahan,2023-04-13,VIP
100397,20.0,Mashhad,2024-05-06,New
100398,27.0,Mashhad,2023-06-14,VIP
100399,31.0,Karaj,2024-06-24,New
100400,32.0,Tehran,2024-10-07,Regular
100401,65.0,Karaj,2023-10-30,New
100402,55.0,Tehran,2023-04-18,Regular
100403,33.0,Mashhad,2025-11-22,New
100404,64.0,Tehran,2024-02-10,New
100405,41.0,Shiraz,2025-07-07,New
100406,42.0,Karaj,2024-11-14,VIP
100407,38.0,Mashhad,2024-12-26,Regular
100408,24.0,Tehran,2025-05-04,Regular
100409,62.0,Tehran,2023-10-18,Regular
100410,18.0,Qom,2023-08-27,Regular
100411,26.0,Tehran,2025-12-27,New
100412,29.0,Karaj,2025-01-01,New
100413,31.0,Mashhad,2023-11-16,Regular
100414,24.0,Tehran,2024-12-08,VIP
100415,18.0,Karaj,2024-03-07,New
100416,50.0,Isfahan,2025-07-30,Regular
100417,64.0,Tehran,2024-07-10,Regular
100418,23.0,Kerman,2023-12-10,VIP
100419,32.0,Tehran,2025-01-25,New
100420,42.0,Mashhad,2025-04-01,VIP
100421,62.0,Mashhad,2024-02-13,Regular
100422,51.0,Isfahan,2025-04-03,Regular
100423,54.0,Qom,2023-09-14,Regular
100424,45.0,Tehran,2023-09-19,New
100425,38.0,Rasht,2025-06-24,Regular
100426,27.0,Tabriz,2024-11-11,Regular
100427,59.0,Kerman,2023-02-08,Regular
100428,56.0,Qom,2025-01-09,Regular
100429,19.0,Rasht,2023-12-01,Regular
100430,52.0,Tabriz,2023-10-28,New
100431,22.0,Mashhad,2024-04-09,New
100432,53.0,Isfahan,2024-05-09,Regular
100433,57.0,Tabriz,2025-09-03,Regular
100434,24.0,Isfahan,2024-04-22,Regular
100435,38.0,Karaj,2023-11-21,Regular
100436,23.0,Tehran,2025-04-26,Regular
100437,45.0,Qom,2024-08-17,Regular
100438,62.0,Tehran,2023-01-01,Regular
100439,21.0,Rasht,2024-11-23,Regular
100440,37.0,Tehran,2024-07-02,New
100441,64.0,Tehran,2024-09-21,Regular
100442,32.0,Qom,2023-07-21,Regular
100443,24.0,Qom,2024-06-07,Regular
100444,41.0,Karaj,2024-12-09,Regular
100445,42.0,Kerman,2025-01-11,New
100446,49.0,Tehran,2025-01-15,Regular
100447,33.0,Qom,2025-12-28,New
100448,63.0,Mashhad,2024-07-02,New
100449,43.0,Shiraz,2024-04-15,Regular
100450,31.0,Isfahan,2024-08-16,Regular
100451,64.0,Mashad,2023-12-27,Regular
100452,62.0,Shiraz,2023-12-11,Regular
100453,41.0,Karaj,2025-01-25,New
100454,19.0,Tehran,2023-12-10,Regular
100455,46.0,Rasht,2025-03-31,New
100456,44.0,Shiraz,2025-03-26,Regular
100457,25.0,Tehran,2025-11-09,VIP
100458,48.0,Tabriz,2023-05-25,Regular
100459,58.0,Tehran,2024-02-02,Regular
100460,23.0,Tehran,2025-04-24,Regular
100461,52.0,Karaj,2024-04-14,Regular
100462,24.0,Tehran,2024-12-18,Regular
100463,53.0,Tehran,2025-03-16,Regular
100464,38.0,Karaj,2025-08-26,Regular
100465,18.0,Tehran,2023-09-05,New
100466,64.0,Qom,2023-10-12,Regular
100467,25.0,Qom,2024-05-30,Regular
100468,46.0,Tehran,2024-07-08,New
100469,26.0,Shiraz,2025-09-18,VIP
100470,62.0,Tehran,2023-02-12,New
100471,53.0,Tabriz,2023-09-26,Regular
100472,56.0,Tehran,2025-09-26,VIP
100473,38.0,Rasht,2024-11-04,New
100474,40.0,Tehran,2025-01-09,VIP
100475,48.0,Karaj,2023-10-01,Regular
100476,55.0,Tehran,2024-11-13,Regular
100477,58.0,Tehran,2024-02-09,VIP
100478,18.0,Isfahan,2025-03-13,Regular
100479,49.0,Shiraz,2023-04-10,Regular
100480,23.0,Kerman,2023-11-08,Regular
100481,31.0,Tehran,2024-12-06,Regular
100482,57.0,Tehran,2024-10-23,New
100483,30.0,Mashhad,2025-07-09,New
100484,56.0,Mashhad,2025-05-27,Regular
100485,40.0,Ahvaz,2023-01-16,Regular
100486,29.0,,2023-04-09,VIP
100487,34.0,Ahvaz,2024-01-23,VIP
100488,43.0,Tehran,2025-11-15,New
100489,54.0,Isfahan,2024-06-06,Regular
100490,,Karaj,2025-09-03,Regular
100491,62.0,Mashhad,2023-03-06,New
100492,59.0,Tabriz,2025-11-20,Regular
100493,54.0,Tehran,2023-03-08,Regular
100494,46.0,Mashhad,2025-06-04,VIP
100495,31.0,Ahvaz,2025-08-18,New
100496,37.0,Tehran,2023-11-19,Regular
100497,23.0,Kerman,2023-11-26,Regular
100498,35.0,Mashhad,2024-09-28,Regular
100499,62.0,Tehran,2025-03-01,New
100500,38.0,Tehran,2023-05-12,New
100501,23.0,Tehran,2023-09-17,VIP
100502,49.0,Isfahan,2025-04-05,New
100503,64.0,Tehran,2025-06-03,New
100504,59.0,tehran,2023-06-18,VIP
100505,31.0,Ahvaz,2025-09-01,Regular
100506,39.0,Mashhad,2025-08-07,Regular
100507,43.0,Tehran,2025-08-08,New
100508,29.0,Mashhad,2023-09-21,Regular
100509,30.0,Qom,2025-01-02,Regular
100510,29.0,Shiraz,2023-06-25,New
100511,65.0,Tehran,2023-08-04,New
100512,53.0,Shiraz,2023-03-19,New
100513,58.0,Isfahan,2024-06-23,Regular
100514,57.0,Mashhad,2025-02-17,New
100515,64.0,Tehran,2023-08-06,Regular
100516,23.0,Kerman,2023-07-23,New
100517,60.0,Tehran,2023-10-31,New
100518,21.0,Tehran,2023-08-05,VIP
100519,40.0,Tehran,2025-07-01,VIP
100520,46.0,Shiraz,2023-07-05,Regular
100521,35.0,Isfahan,2023-11-01,VIP
100522,25.0,Tehran,2023-12-01,New
100523,27.0,Isfahan,2023-08-10,Regular
100524,57.0,Tabriz,2025-10-27,New
100525,33.0,Mashhad,2023-08-18,Regular
100526,32.0,Rasht,2024-06-16,Regular
100527,62.0,Mashhad,2024-09-11,Regular
100528,24.0,Tehran,2023-10-13,New
100529,61.0,Kerman,2024-05-31,Regular
100530,62.0,Qom,2023-07-06,VIP
100531,46.0,Mashhad,2024-06-12,Regular
100532,25.0,Ahvaz,2023-01-21,New
100533,25.0,Shiraz,2024-04-25,Regular
100534,31.0,Mashhad,2024-02-04,New
100535,45.0,Ahvaz,2024-01-19,Regular
100536,25.0,Karaj,2023-05-01,Regular
100537,39.0,Mashhad,2025-12-29,Regular
100538,23.0,Tabriz,2023-01-30,Regular
100539,43.0,Mashhad,2023-06-09,Regular
100540,19.0,Tehran,2023-04-23,New
100541,52.0,Kerman,2025-12-06,New
100542,20.0,Shiraz,2023-12-15,Regular
100543,,Shiraz,2024-04-16,Regular
100544,26.0,Shiraz,2025-04-02,Regular
100545,57.0,Shiraz,2023-02-25,New
100546,20.0,Mashhad,2023-03-15,Regular
100547,38.0,Kerman,2023-07-19,Regular
100548,46.0,Tabriz,2025-01-13,Regular
100549,42.0,Tabriz,2025-12-07,Regular
100550,50.0,Isfahan,2024-11-10,VIP
100551,56.0,Mashhad,2025-08-13,New
100552,36.0,Tehran,2025-08-23,Regular
100553,57.0,Mashhad,2023-10-30,Regular
100554,33.0,Tehran,2023-07-21,Regular
100555,65.0,Tabriz,2023-06-25,New
100556,42.0,Ahvaz,2025-05-19,Regular
100557,53.0,Mashhad,2025-01-03,New
100558,60.0,Mashhad,2025-08-05,Regular
100559,56.0,Tabriz,2024-07-09,Regular
100560,58.0,Tehran,2025-12-05,New
100561,43.0,Rasht,2025-09-06,VIP
100562,20.0,Mashhad,2025-06-04,Regular
100563,41.0,Tehran,2025-05-29,Regular
100564,26.0,Tehran,2023-05-16,VIP
100565,60.0,Rasht,2025-03-26,Regular
100566,29.0,Tehran,2025-11-03,New
100567,28.0,Tabriz,2023-11-16,Regular
100568,29.0,Tehran,2025-06-11,Regular
100569,48.0,Tehran,2024-01-19,Regular
100570,45.0,Ahvaz,2023-08-21,VIP
100571,63.0,Tehran,2025-03-10,Regular
100572,37.0,Tehran,2023-06-30,New
100573,31.0,Isfahan,2024-06-10,Regular
100574,20.0,Ahvaz,2025-10-22,Regular
100575,18.0,Mashhad,2023-06-21,Regular
100576,35.0,Tehran,2023-06-20,New
100577,62.0,Kerman,2025-10-29,New
100578,43.0,Tabriz,2025-04-30,Regular
100579,60.0,Ahvaz,2024-05-20,New
100580,22.0,Karaj,2024-03-19,Regular
100581,22.0,Karaj,2025-11-21,New
100582,58.0,Mashhad,2025-03-03,Regular
100583,23.0,Mashhad,2025-09-21,New
100584,20.0,Karaj,2023-04-11,New
100585,37.0,Karaj,2024-08-03,Regular
100586,62.0,Kerman,2025-03-04,New
100587,51.0,Shiraz,2023-02-09,New
100588,22.0,Mashhad,2024-07-14,Regular
100589,58.0,Isfahan,2023-03-02,New
100590,58.0,Mashad,2025-09-12,New
100591,56.0,Isfahan,2025-01-15,Regular
100592,61.0,Qom,2023-07-26,Regular
100593,29.0,Shiraz,2024-07-24,Regular
100594,65.0,Tehran,2023-04-30,VIP
100595,33.0,Shiraz,2025-05-30,Regular
100596,56.0,Tabriz,2023-08-03,Regular
100597,45.0,Rasht,2024-10-26,VIP
100598,55.0,Isfahan,2023-03-28,Regular
100599,48.0,Shiraz,2023-06-22,Regular
100600,48.0,Isfahan,2025-12-09,Regular
100601,47.0,Shiraz,2024-02-27,Regular
100602,55.0,Tehran,2023-05-15,VIP
100603,53.0,Rasht,2025-02-05,New
100604,24.0,Rasht,2023-08-08,VIP
100605,57.0,Shiraz,2024-10-07,Regular
100606,43.0,Shiraz,2025-06-05,Regular
100607,33.0,Tehran,2025-01-18,Regular
100608,42.0,Shiraz,2023-09-28,New
100609,64.0,Isfahan,2023-09-17,New
100610,59.0,Karaj,2023-09-01,VIP
100611,58.0,Tehran,2024-11-22,Regular
100612,40.0,tehran,2025-01-06,Regular
100613,55.0,Mashhad,2024-07-24,New
100614,36.0,Tabriz,2024-03-12,New
